household_id,tariff_rate,billing_tier,subsidy_flag
HH-0001,0.1645,Tier-1_Residential,0
HH-0002,0.2886,Tier-3_Industrial,0
HH-0003,0.2553,Tier-2_Commercial,1
HH-0004,0.246,Tier-2_Commercial,0
HH-0005,0.1786,Tier-1_Residential,0
HH-0006,0.1612,Tier-1_Residential,1
HH-0007,0.132,Tier-1_Residential,0
HH-0008,0.1401,Tier-1_Residential,0
HH-0009,0.1305,Tier-1_Residential,1
HH-0010,0.4173,Tier-3_Industrial,0
HH-0011,0.1196,Tier-1_Residential,0
HH-0012,0.1178,Tier-1_Residential,1
HH-0013,0.1275,Tier-1_Residential,0
HH-0014,0.1569,Tier-1_Residential,0
HH-0015,0.3936,Tier-3_Industrial,1
HH-0016,0.153,Tier-1_Residential,0
HH-0017,0.1484,Tier-1_Residential,0
HH-0018,0.3167,Tier-3_Industrial,1
HH-0019,0.1544,Tier-1_Residential,0
HH-0020,0.4321,Tier-3_Industrial,0
HH-0021,0.3521,Tier-3_Industrial,1
HH-0022,0.1342,Tier-1_Residential,0
HH-0023,0.1987,Tier-2_Commercial,0
HH-0024,0.2232,Tier-2_Commercial,1
HH-0025,0.237,Tier-2_Commercial,0
HH-0026,0.16,Tier-1_Residential,0
HH-0027,0.1346,Tier-1_Residential,1
HH-0028,0.1781,Tier-1_Residential,0
HH-0029,0.1564,Tier-1_Residential,0
HH-0030,0.1556,Tier-1_Residential,1
HH-0031,0.1797,Tier-1_Residential,0
HH-0032,0.2657,Tier-2_Commercial,0
HH-0033,0.2637,Tier-2_Commercial,1
HH-0034,0.2406,Tier-2_Commercial,0
HH-0035,0.1265,Tier-1_Residential,0
HH-0036,0.1643,Tier-1_Residential,1
HH-0037,0.3673,Tier-3_Industrial,0
HH-0038,0.2504,Tier-2_Commercial,0
HH-0039,0.1674,Tier-1_Residential,1
HH-0040,0.1698,Tier-1_Residential,0
HH-0041,0.1499,Tier-1_Residential,0
HH-0042,0.1773,Tier-1_Residential,1
HH-0043,0.2586,Tier-2_Commercial,0
HH-0044,0.146,Tier-1_Residential,0
HH-0045,0.1568,Tier-1_Residential,1
HH-0046,0.1592,Tier-1_Residential,0
HH-0047,0.1436,Tier-1_Residential,0
HH-0048,0.1497,Tier-1_Residential,1
HH-0049,0.1251,Tier-1_Residential,0
HH-0050,0.1801,Tier-1_Residential,0
