household_id,tariff_rate,billing_tier,subsidy_flag
HH-0001,0.1508,Tier-1_Residential,0
HH-0002,0.3723,Tier-3_Industrial,0
HH-0003,0.127,Tier-1_Residential,1
HH-0004,0.1407,Tier-1_Residential,0
HH-0005,0.1422,Tier-1_Residential,0
HH-0006,0.1499,Tier-1_Residential,1
HH-0007,0.3487,Tier-3_Industrial,0
HH-0008,0.2375,Tier-2_Commercial,0
HH-0009,0.1179,Tier-1_Residential,1
HH-0010,0.1462,Tier-1_Residential,0
HH-0011,0.1163,Tier-1_Residential,0
HH-0012,0.1705,Tier-1_Residential,1
HH-0013,0.1452,Tier-1_Residential,0
HH-0014,0.1473,Tier-1_Residential,0
HH-0015,0.131,Tier-1_Residential,1
HH-0016,0.2356,Tier-2_Commercial,0
HH-0017,0.1318,Tier-1_Residential,0
HH-0018,0.1779,Tier-1_Residential,1
HH-0019,0.1565,Tier-1_Residential,0
HH-0020,0.1309,Tier-1_Residential,0
HH-0021,0.1355,Tier-1_Residential,1
HH-0022,0.2095,Tier-2_Commercial,0
HH-0023,0.1601,Tier-1_Residential,0
HH-0024,0.137,Tier-1_Residential,1
HH-0025,0.1481,Tier-1_Residential,0
HH-0026,0.1971,Tier-2_Commercial,0
HH-0027,0.3849,Tier-3_Industrial,1
HH-0028,0.1284,Tier-1_Residential,0
HH-0029,0.1267,Tier-1_Residential,0
HH-0030,0.1523,Tier-1_Residential,1
HH-0031,0.1467,Tier-1_Residential,0
HH-0032,0.1262,Tier-1_Residential,0
HH-0033,0.3857,Tier-3_Industrial,1
HH-0034,0.1564,Tier-1_Residential,0
HH-0035,0.1348,Tier-1_Residential,0
HH-0036,0.1402,Tier-1_Residential,1
HH-0037,0.1285,Tier-1_Residential,0
HH-0038,0.2613,Tier-2_Commercial,0
HH-0039,0.1355,Tier-1_Residential,1
HH-0040,0.1625,Tier-1_Residential,0
HH-0041,0.1223,Tier-1_Residential,0
HH-0042,0.3657,Tier-3_Industrial,1
HH-0043,0.2776,Tier-2_Commercial,0
HH-0044,0.1516,Tier-1_Residential,0
HH-0045,0.1404,Tier-1_Residential,1
HH-0046,0.1397,Tier-1_Residential,0
HH-0047,0.1222,Tier-1_Residential,0
HH-0048,0.1732,Tier-1_Residential,1
HH-0049,0.1204,Tier-1_Residential,0
HH-0050,0.1232,Tier-1_Residential,0
