household_id,tariff_rate,billing_tier,subsidy_flag
HH-0001,0.3444,Tier-3_Industrial,0
HH-0002,0.1406,Tier-1_Residential,0
HH-0003,0.165,Tier-1_Residential,1
HH-0004,0.2663,Tier-2_Commercial,0
HH-0005,0.1445,Tier-1_Residential,0
HH-0006,0.1293,Tier-1_Residential,1
HH-0007,0.1356,Tier-1_Residential,0
HH-0008,0.246,Tier-2_Commercial,0
HH-0009,0.1949,Tier-2_Commercial,1
HH-0010,0.1769,Tier-1_Residential,0
HH-0011,0.2558,Tier-2_Commercial,0
HH-0012,0.1306,Tier-1_Residential,1
HH-0013,0.2046,Tier-2_Commercial,0
HH-0014,0.1593,Tier-1_Residential,0
HH-0015,0.2286,Tier-2_Commercial,1
HH-0016,0.1549,Tier-1_Residential,0
HH-0017,0.3273,Tier-3_Industrial,0
HH-0018,0.4267,Tier-3_Industrial,1
HH-0019,0.177,Tier-1_Residential,0
HH-0020,0.1701,Tier-1_Residential,0
HH-0021,0.1612,Tier-1_Residential,1
HH-0022,0.1561,Tier-1_Residential,0
HH-0023,0.2129,Tier-2_Commercial,0
HH-0024,0.141,Tier-1_Residential,1
HH-0025,0.1382,Tier-1_Residential,0
HH-0026,0.2031,Tier-2_Commercial,0
HH-0027,0.2299,Tier-2_Commercial,1
HH-0028,0.1639,Tier-1_Residential,0
HH-0029,0.1473,Tier-1_Residential,0
HH-0030,0.3577,Tier-3_Industrial,1
HH-0031,0.435,Tier-3_Industrial,0
HH-0032,0.1561,Tier-1_Residential,0
HH-0033,0.1696,Tier-1_Residential,1
HH-0034,0.3153,Tier-3_Industrial,0
HH-0035,0.1251,Tier-1_Residential,0
HH-0036,0.1458,Tier-1_Residential,1
HH-0037,0.1723,Tier-1_Residential,0
HH-0038,0.1491,Tier-1_Residential,0
HH-0039,0.255,Tier-2_Commercial,1
HH-0040,0.1573,Tier-1_Residential,0
HH-0041,0.1418,Tier-1_Residential,0
HH-0042,0.1654,Tier-1_Residential,1
HH-0043,0.153,Tier-1_Residential,0
HH-0044,0.176,Tier-1_Residential,0
HH-0045,0.1562,Tier-1_Residential,1
HH-0046,0.1758,Tier-1_Residential,0
HH-0047,0.1151,Tier-1_Residential,0
HH-0048,0.258,Tier-2_Commercial,1
HH-0049,0.1583,Tier-1_Residential,0
HH-0050,0.1189,Tier-1_Residential,0
