household_id,tariff_rate,billing_tier,subsidy_flag
HH-0001,0.1346,Tier-1_Residential,0
HH-0002,0.1423,Tier-1_Residential,0
HH-0003,0.1478,Tier-1_Residential,1
HH-0004,0.2251,Tier-2_Commercial,0
HH-0005,0.1557,Tier-1_Residential,0
HH-0006,0.1702,Tier-1_Residential,1
HH-0007,0.2539,Tier-2_Commercial,0
HH-0008,0.1653,Tier-1_Residential,0
HH-0009,0.2508,Tier-2_Commercial,1
HH-0010,0.1676,Tier-1_Residential,0
HH-0011,0.2269,Tier-2_Commercial,0
HH-0012,0.2463,Tier-2_Commercial,1
HH-0013,0.1742,Tier-1_Residential,0
HH-0014,0.23,Tier-2_Commercial,0
HH-0015,0.196,Tier-2_Commercial,1
HH-0016,0.1736,Tier-1_Residential,0
HH-0017,0.3415,Tier-3_Industrial,0
HH-0018,0.2209,Tier-2_Commercial,1
HH-0019,0.1214,Tier-1_Residential,0
HH-0020,0.2397,Tier-2_Commercial,0
HH-0021,0.1418,Tier-1_Residential,1
HH-0022,0.2581,Tier-2_Commercial,0
HH-0023,0.1194,Tier-1_Residential,0
HH-0024,0.1452,Tier-1_Residential,1
HH-0025,0.2156,Tier-2_Commercial,0
HH-0026,0.1529,Tier-1_Residential,0
HH-0027,0.2191,Tier-2_Commercial,1
HH-0028,0.2183,Tier-2_Commercial,0
HH-0029,0.3937,Tier-3_Industrial,0
HH-0030,0.2158,Tier-2_Commercial,1
HH-0031,0.1644,Tier-1_Residential,0
HH-0032,0.3666,Tier-3_Industrial,0
HH-0033,0.1325,Tier-1_Residential,1
HH-0034,0.1713,Tier-1_Residential,0
HH-0035,0.1521,Tier-1_Residential,0
HH-0036,0.1481,Tier-1_Residential,1
HH-0037,0.171,Tier-1_Residential,0
HH-0038,0.2736,Tier-2_Commercial,0
HH-0039,0.2297,Tier-2_Commercial,1
HH-0040,0.2062,Tier-2_Commercial,0
HH-0041,0.1452,Tier-1_Residential,0
HH-0042,0.1379,Tier-1_Residential,1
HH-0043,0.2425,Tier-2_Commercial,0
HH-0044,0.1184,Tier-1_Residential,0
HH-0045,0.1666,Tier-1_Residential,1
HH-0046,0.1612,Tier-1_Residential,0
HH-0047,0.1619,Tier-1_Residential,0
HH-0048,0.1381,Tier-1_Residential,1
HH-0049,0.1422,Tier-1_Residential,0
HH-0050,0.3728,Tier-3_Industrial,0
