household_id,tariff_rate,billing_tier,subsidy_flag
HH-0001,0.1634,Tier-1_Residential,0
HH-0002,0.1662,Tier-1_Residential,0
HH-0003,0.1404,Tier-1_Residential,1
HH-0004,0.162,Tier-1_Residential,0
HH-0005,0.1621,Tier-1_Residential,0
HH-0006,0.2175,Tier-2_Commercial,1
HH-0007,0.135,Tier-1_Residential,0
HH-0008,0.1575,Tier-1_Residential,0
HH-0009,0.1537,Tier-1_Residential,1
HH-0010,0.1757,Tier-1_Residential,0
HH-0011,0.171,Tier-1_Residential,0
HH-0012,0.1245,Tier-1_Residential,1
HH-0013,0.3833,Tier-3_Industrial,0
HH-0014,0.1603,Tier-1_Residential,0
HH-0015,0.1822,Tier-1_Residential,1
HH-0016,0.1632,Tier-1_Residential,0
HH-0017,0.162,Tier-1_Residential,0
HH-0018,0.3098,Tier-3_Industrial,1
HH-0019,0.173,Tier-1_Residential,0
HH-0020,0.2497,Tier-2_Commercial,0
HH-0021,0.166,Tier-1_Residential,1
HH-0022,0.1628,Tier-1_Residential,0
HH-0023,0.1454,Tier-1_Residential,0
HH-0024,0.1328,Tier-1_Residential,1
HH-0025,0.1335,Tier-1_Residential,0
HH-0026,0.1271,Tier-1_Residential,0
HH-0027,0.1541,Tier-1_Residential,1
HH-0028,0.1352,Tier-1_Residential,0
HH-0029,0.1221,Tier-1_Residential,0
HH-0030,0.1527,Tier-1_Residential,1
HH-0031,0.1329,Tier-1_Residential,0
HH-0032,0.1798,Tier-1_Residential,0
HH-0033,0.1415,Tier-1_Residential,1
HH-0034,0.3908,Tier-3_Industrial,0
HH-0035,0.1767,Tier-1_Residential,0
HH-0036,0.1685,Tier-1_Residential,1
HH-0037,0.2194,Tier-2_Commercial,0
HH-0038,0.1338,Tier-1_Residential,0
HH-0039,0.1588,Tier-1_Residential,1
HH-0040,0.412,Tier-3_Industrial,0
HH-0041,0.1677,Tier-1_Residential,0
HH-0042,0.1728,Tier-1_Residential,1
HH-0043,0.1657,Tier-1_Residential,0
HH-0044,0.1437,Tier-1_Residential,0
HH-0045,0.1374,Tier-1_Residential,1
HH-0046,0.3443,Tier-3_Industrial,0
HH-0047,0.1291,Tier-1_Residential,0
HH-0048,0.2533,Tier-2_Commercial,1
HH-0049,0.3953,Tier-3_Industrial,0
HH-0050,0.1503,Tier-1_Residential,0
